TIMESTAMP,1,2,3,4,5,6,7,8,9,10
2012-01-01 01:00:00,-0.9075665883994144,-1.586650251384059,-1.117798593341999,-1.4018380378796762,-1.4018380378796762,-1.1099238864993655,2.696254844083328,2.696254844083328,-0.6902175529095087,-1.2450190891769992
2012-01-01 02:00:00,-0.6350516831546643,-1.573187527578669,-0.922375795289653,-1.425617388420139,-1.425617388420139,-1.0353612445986973,1.5395121076792597,1.5395121076792597,-0.34104079967999495,-1.1125640560131747
2012-01-01 03:00:00,-0.3331501633843009,-1.6209257538937714,-0.7628160736231019,-1.5794363170316803,-1.5794363170316803,-1.065505987072805,1.1775930761565976,1.1775930761565976,-0.005105398663557966,-0.9924690884412797
2012-01-01 04:00:00,-0.11013440111845109,-1.7821205056812452,-0.5943143300136386,-1.7748637640366811,-1.7748637640366811,-1.3033022564363324,1.2280789811651487,1.2280789811651487,0.27295173987710436,-0.8750957655551719
2012-01-01 05:00:00,0.11201631099887742,-2.0006599042677924,-0.599783400061592,-1.9691520206171045,-1.9691520206171045,-1.8083458904376906,1.367832410379221,1.367832410379221,0.521709580906586,-0.7555236618189208
2012-01-01 06:00:00,0.32090727161218746,-2.2038120994477626,-0.4989365395056358,-2.2078067018120953,-2.2078067018120953,-2.5674406125857314,1.625511846613254,1.625511846613254,0.9978278329259571,-0.678606727222202
2012-01-01 07:00:00,0.7840133049124574,-2.4492493941892937,-0.4111025227732712,-2.366212827563396,-2.366212827563396,-2.907170022542511,1.937044240816406,1.937044240816406,1.5496368885450176,-0.4955629486289711
2012-01-01 08:00:00,1.6251906855107927,-2.770987898308053,-0.48460530926900025,-2.3798798244749495,-2.3798798244749495,-2.8647779690526773,2.172971111394472,2.172971111394472,1.732442648582005,-0.22839326979322772
2012-01-01 09:00:00,2.0380635948302577,-3.015736172568108,-0.9137478555538341,-2.36118891464009,-2.36118891464009,-2.8332784664486947,2.409416284450547,2.409416284450547,1.845104210740388,0.19659724520191998
2012-01-01 10:00:00,2.283289103637919,-2.9955499832670025,2.712499680298578,-2.2789904949758806,-2.2789904949758806,-2.667370634047078,2.658360394329475,2.658360394329475,2.005069517726363,2.2304688255468093
2012-01-01 11:00:00,2.544272304752203,-2.800891594774282,2.445607899984194,-2.1566402281490906,-2.1566402281490906,-2.4364298901398524,2.8745506165661805,2.8745506165661805,2.614335004122168,2.88506295139507
2012-01-01 12:00:00,2.890273587605105,-2.5093804633421675,2.735445600312683,-2.0306348314225313,-2.0306348314225313,-2.197393634644416,3.044983142117407,3.044983142117407,3.087869202311564,2.939096559006434
2012-01-01 13:00:00,3.12458580089844,-2.2198592523827423,-2.7676522841523328,-1.9399956578623094,-1.9399956578623094,-1.9832511149129972,-3.0853184340148916,-3.0853184340148916,-2.9624871941816706,-2.757995189255378
2012-01-01 14:00:00,-2.9890733401065703,-2.1734256360992172,-1.9119483274469566,-1.8989178364627994,-1.8989178364627994,-1.8778745698709431,-2.938078544697904,-2.938078544697904,-2.7399800659554874,-2.165405416648867
2012-01-01 15:00:00,-2.7996039542621687,-2.0977142748871263,-1.6562335340389323,-1.8600241199677503,-1.8600241199677503,-1.8221242101972872,-2.7922061770503905,-2.7922061770503905,-2.5927324226189095,-2.0880886397265694
2012-01-01 16:00:00,-2.2381126340800988,-1.9453424796876488,-1.729030492478683,-1.8646568297413741,-1.8646568297413741,-1.8144675511455397,-2.6064963064189515,-2.6064963064189515,-2.3846050066564493,-2.0752067067452673
2012-01-01 17:00:00,-1.7644200048060208,-1.7284812071055282,-1.6415339209902757,-1.8824272361336751,-1.8824272361336751,-1.8649925157906933,-2.4326787826938574,-2.4326787826938574,-1.9136469573966903,-2.04143653108548
2012-01-01 18:00:00,-1.5675339435870612,-1.5876590510925848,-1.4795460819668023,-1.908504117067416,-1.908504117067416,-1.9214725481557786,-2.25913774718093,-2.25913774718093,-1.5927495881191356,-1.977399917585596
2012-01-01 19:00:00,-1.4597953332090887,-1.2858324784429214,-1.3790289261942708,-1.9499978046373478,-1.9499978046373478,-1.930365896846691,-1.9794843102086412,-1.9794843102086412,-1.4268858034531327,-1.9012575712954682
2012-01-01 20:00:00,-1.428652216032365,-0.9613248243397485,-1.3459005033620337,-1.8729898129457028,-1.8729898129457028,-1.8507493110528384,-1.6544457853479846,-1.6544457853479846,-1.307054547152407,-1.77368727462671
2012-01-01 21:00:00,-1.428240032241007,-0.9447403762553882,-1.357734287056843,-1.7438755873974052,-1.7438755873974052,-1.7303984152771847,-1.5757502993519856,-1.5757502993519856,-1.2736419636685472,-1.6652727967256462
