TIMESTAMP,POWER,U10,V10,U100,V100,windspeed_100m,windspeed_10m,winddirection_100m,winddirection_10m
2012-01-01 01:00:00,0.0,2.12460013902668,-2.68196636902142,2.8642795922571302,-3.66607576475047,4.652333725724264,3.421530265146595,80.63464054390761,102.71050714974899
2012-01-01 02:00:00,0.0548791196734229,2.52169465408196,-1.79696009092255,3.34485867183801,-2.4647614609441497,4.15489212783262,3.0964511132575487,255.24830195422192,307.50787807086385
2012-01-01 03:00:00,0.110233998070724,2.67220985488329,-0.822516219753058,3.5084480169485803,-1.21409293517559,3.71257715648762,2.7959324813543396,166.33252813456693,279.7516130703058
2012-01-01 04:00:00,0.165116055637106,2.4575043478578595,-0.1436422990169669,3.21523251256354,-0.3555464146675061,3.2348312726985577,2.4616987487926223,178.45008865360825,348.33647770870505
2012-01-01 05:00:00,0.156940134185841,2.24589768320187,0.389576113004104,2.95767835330642,0.3327009223664519,2.9763318271592074,2.27943544572662,187.727857052005,23.829230036459535
2012-01-01 06:00:00,0.168781125506688,1.98603761593604,0.796304214825287,2.65540599936508,0.8826479670886209,2.798258110909309,2.1397303134884607,153.47642901343238,351.81983940148916
2012-01-01 07:00:00,0.114744853861423,1.31978650650661,1.44068077823414,1.94670752158503,1.94132314588317,2.7492554867340826,1.953816144761387,233.76385586030847,21.988303970333163
2012-01-01 08:00:00,0.0854243022705468,-0.122060578816752,2.35890673375924,-0.235427168384711,4.3238846522584105,4.330289186376526,2.362062607865373,115.1863023747701,106.33614587948523
2012-01-01 09:00:00,0.1531810906749779,-1.3801905808090702,2.9036242648893897,-3.0481450087114603,6.04152004736207,6.7669160240696336,3.2149587728318583,30.56811083653156,313.2689690815123
2012-01-01 10:00:00,0.139272624528741,-1.7108813308049398,2.01393316048682,-4.21364833598713,4.87762817559306,6.44562556457528,2.642544550808049,115.5959683351839,88.42729985735241
2012-01-01 11:00:00,0.0838267061741016,-2.13498004365105,1.42577451272237,-5.47085226502028,3.7213292610490094,6.616533531602261,2.5672889880021206,252.35327819954546,280.33019029648676
2012-01-01 12:00:00,0.147824450015415,-2.34038902356817,0.61785492198437,-6.09520883130734,1.56492940916011,6.292898755970987,2.4205713140204494,308.2084866612622,285.9217025948801
2012-01-01 13:00:00,0.138708762688229,-2.21422186995528,0.098265095574062,-5.785577787101519,0.0984039565676574,5.786414578067379,2.2164012539241256,357.41010834593,267.647968321633
2012-01-01 14:00:00,0.222065590133385,-2.13940696132168,-0.226265599282212,-5.605006849072889,-0.861562778302402,5.67083699281774,2.151338715212043,87.45105844733735,292.66635866889555
2012-01-01 15:00:00,0.241048768649564,-2.0203228759818,-0.4553961948631521,-5.185561503997,-1.84593544710984,5.504318830394206,2.0710118825132824,349.44236143016315,314.5657283905184
2012-01-01 16:00:00,0.245841549573121,-1.75160897337472,-1.25139077319173,-3.6555199820804702,-4.63960135180796,5.906668015310142,2.1526989717181166,32.70963280034175,183.21832930856726
2012-01-01 17:00:00,0.239075272726724,-0.978669148083164,-2.61467522756829,-1.48527240715337,-7.574821673342849,7.719064548661044,2.7918309130513466,147.75080413504293,327.6244997997492
2012-01-01 18:00:00,0.253453619706413,-0.234061595883627,-3.57591640642736,0.0289196280396382,-8.86453969341122,8.864586866907507,3.58356846961572,74.0896161334449,208.80984780140625
2012-01-01 19:00:00,0.302039274946328,0.24758704668064,-3.91194622039271,1.00592727392492,-9.025076503310393,9.080963361396817,3.9197732813172816,67.77461042369396,270.8718832077175
2012-01-01 20:00:00,0.516022917269729,0.371540741458209,-3.7266826347464095,1.24593378716673,-8.70617229986203,8.794872774343501,3.7451576712714987,170.01143325060275,29.589308047416125
2012-01-01 21:00:00,0.735457174946228,0.4313041300116789,-3.92046408639944,1.17517715000818,-8.1876817922147,8.27158838823992,3.9441173797584836,171.3645528182442,63.086469617219336
2012-01-01 22:00:00,0.6189267871760831,0.522941325793667,-4.34465381353441,1.1429121234638795,-7.909996499416129,7.992139434640523,4.376012384543939,174.45100770951467,96.62086166921108
2012-01-01 23:00:00,0.8154308681772009,1.03380762498407,-4.925572275193151,1.6767001941879902,-7.5856687550928,7.768763994560601,5.032893843866233,57.513487197873474,22.536029823204444
2012-01-02 00:00:00,0.7604548338127759,1.46808824847263,-5.20027345391007,2.25464040649904,-7.68817367762977,8.0119546840966,5.4035291338851135,279.8419983974809,246.64174224464477
2012-01-02 01:00:00,0.439244421492916,2.7925368709901,-5.81845342487003,4.176298938102351,-8.51067013365301,9.480136019290448,6.453887389257807,120.96549921491396,92.35416484119332
2012-01-02 02:00:00,0.20580771876763,3.6904285811545496,-5.5042350743663295,5.44032012034341,-8.01332895354808,9.685583303528254,6.626904772703988,221.34455384453304,202.30892278806868
2012-01-02 03:00:00,0.190019729287579,3.8939236775439694,-5.20566420565083,5.71488209845315,-7.58130060872065,9.493997910206657,6.500890818075,23.865580023740222,11.698462640017624
2012-01-02 04:00:00,0.8034958863790109,3.76136810678831,-5.02170056841112,5.64909083200043,-7.419089222744549,9.324972499864845,6.274182547037091,39.744940664570095,13.815265830291537
2012-01-02 05:00:00,0.755004215302918,3.59151861398519,-4.58610850782052,5.799840899226719,-7.16051463717869,9.214723236516292,5.825066282893771,138.29467965294043,84.37560742025516
2012-01-02 06:00:00,0.376750293793242,2.89225757559527,-3.52588589044128,5.29008809458525,-6.34838700508054,8.26359786138871,4.560375554271943,183.99953033408337,158.6431627654506
2012-01-02 07:00:00,0.567803765754787,2.57120555101276,-3.19982620236813,5.12276070037875,-6.3869322849164405,8.187525951436912,4.104873409853278,122.56115293440371,125.5082502685168
2012-01-02 08:00:00,0.274222340549345,3.20560759453754,-0.550326921203016,7.32961735461928,-1.31180377318902,7.446080828495558,3.252503615733201,318.6215185732847,341.8607391914135
2012-01-02 09:00:00,0.1546847078688719,2.9011756873892303,0.764061549006269,7.027599178698571,1.8178588090428895,7.258909068590104,3.0001017349030406,290.9631007764991,305.3727766032134
2012-01-02 10:00:00,0.0952917945117919,2.19988780540976,1.11972458100305,5.65427124668175,2.9849242262966698,6.393790422572886,2.468458930931002,334.5327291913411,285.5946281920951
2012-01-02 11:00:00,0.0874917749914293,1.78843855673395,1.98498803339951,4.44412637712638,5.08992478622412,6.757040297740505,2.6718326975976376,100.3350733523107,49.149835133492616
2012-01-02 12:00:00,0.0239521635684953,0.881223366057629,1.86868918227096,2.3559012190879702,4.908440760330071,5.444544173001981,2.066047889285833,267.5804644385271,290.05645673188064
2012-01-02 13:00:00,0.0019529422469223,0.676106794796584,1.92874167994461,1.64514832481145,4.56849280622174,4.85568116036563,2.0438113577152044,241.91582590618782,269.7943114500122
2012-01-02 14:00:00,0.0594868901551234,0.207500556895856,1.90505900480571,0.792970109734995,3.93731384890881,4.01637173824115,1.9163262490774928,4.194714322289656,300.4582941608742
2012-01-02 15:00:00,0.0238670004493282,-0.987121054776674,1.68430264011805,-0.8279816440487221,2.97582325744652,3.088863490418643,1.952250844612968,107.48302783679446,236.88399413430398
2012-01-02 16:00:00,0.0,-1.04589951887322,1.5121803404477798,-0.978731711275012,2.51327989941567,2.6971265479139377,1.8386394931078784,75.71028257471244,123.04601811809243
2012-01-02 17:00:00,0.0,-1.17845508962887,1.4144893054998002,-1.01188636523543,2.5502191259250804,2.743634743617206,1.841069361443369,96.63777294602096,56.91961655133127
2012-01-02 18:00:00,0.0,-1.72408138393197,1.156517308451,-1.6584021174636498,2.62945109003221,3.108747435556561,2.076051276622888,343.8214290179094,273.5610496545487
2012-01-02 19:00:00,0.0,-1.7467820321347702,0.686247044978435,-1.8412707557140904,2.09142322565605,2.78645457609872,1.8767478452180282,146.3970341221193,264.35723038515425
2012-01-02 20:00:00,0.0,-1.20277721270331,0.455340962374101,-2.49452104702802,2.09142322565605,3.255255191667671,1.2860825849898272,282.7444192597068,305.18967069489736
2012-01-02 21:00:00,0.030524622607683,-1.87893223417252,0.27095442022119,-3.8030937955283903,1.52502175251178,4.09746430896239,1.8983684148367879,241.29655640630153,303.0791919063213
2012-01-02 22:00:00,0.0571374859878579,-1.44761991831926,-0.4953492824876989,-2.66133039976639,-0.480938852281745,2.7044374047766047,1.5300242937861277,173.67343009416072,309.0778998573787
2012-01-02 23:00:00,0.033643453785489,-1.28912074961754,0.019325996870313,-1.84178879718223,-0.0596175296309558,1.8427534352878747,1.2892656053930547,52.984947410985114,4.02944288143226
2012-01-03 00:00:00,0.0106104918944591,-0.8197037742809979,0.437156051106727,-1.14709518841778,0.4682386636774029,1.2389813628354636,0.9289885309247583,220.9850500907687,244.8654530123731
2012-01-03 01:00:00,0.191617324331771,-1.84958006441298,-1.8621437688822904,-2.3502736531029,-2.54177940111013,3.461853371877183,2.6246001277644306,133.51388499842778,16.18159763426047
2012-01-03 02:00:00,0.3927262410783929,0.46384668557594,-1.69778576497947,0.7258820703653829,-2.28486990156272,2.397401770072169,1.760008594151378,353.19343194457815,218.89892078406046
2012-01-03 03:00:00,0.2794850096721339,3.4470005965601405,-1.31516033189372,4.58600837799841,-1.76558474290304,4.914139021989874,3.6893711945632095,53.55739598904461,63.45021246882857
2012-01-03 04:00:00,0.129217177639156,5.07984812507468,-1.65308038791791,6.99670616709769,-2.3411713450805496,7.378006536709568,5.342053139266172,199.983263663074,227.19283626420452
2012-01-03 05:00:00,0.117658111451169,4.97597840334625,-1.6359871555120102,7.14531726763522,-2.42589681833555,7.545895190656745,5.238016327157503,185.54411297840943,217.23544842559727
2012-01-03 06:00:00,0.1873883989352019,4.99613222995027,-1.42429404648519,7.38986717991217,-2.14766929648527,7.695623453873544,5.195185347030558,331.5157175935623,348.3235451421872
2012-01-03 07:00:00,0.209096885654055,4.67173313634318,-1.03553258125373,7.240785791081799,-1.5966804123495302,7.414739861351357,4.78512468218383,187.50414352738392,183.9137526166645
2012-01-03 08:00:00,0.19039563858426,3.6217962849912,-0.652907148167977,6.80623940849738,-1.16485380672727,6.90519943787504,3.680176092811987,343.5551978193139,314.4916634921308
