TIMESTAMP,tclw,tciw,sp,rh,TCC,windU,windV,TT,SSRD,STRD,TSR,TP,POWER
2012-04-02 01:00:00,0.001480103,0.0,94730.375,95.55996704,0.039764404,0.622429848,0.318148613,284.1330566,0.0,299.2844444444445,0.0,0.0,0.0
2012-04-02 02:00:00,0.005981445,0.0,94721.5625,99.39195251,0.38659668,-0.404500008,1.343285561,282.8701172,0.0,303.1199999999999,0.0,4.769999999995958e-07,0.0
2012-04-02 03:00:00,0.020294189,0.0,94707.75,99.67973328,0.937316895,-0.493648529,1.279654503,282.885498,0.0,318.6177777777775,0.0,0.0,0.0
2012-04-02 04:00:00,0.043617249,0.0,94699.6875,100.2070923,0.970123291,-0.298454285,1.2048769,283.1572266,0.0,331.29333333333307,0.0,5.245000000000076e-06,0.0
2012-04-02 05:00:00,0.047782898,0.0,94733.3125,99.53146362,0.893005371,-0.127774239,1.207766533,283.314209,0.0,332.9555555555562,0.0,7.629000000000316e-06,0.0
2012-04-02 06:00:00,0.043663025,0.0,94749.8125,99.42308044,0.891571045,-0.231093407,1.276310921,283.1843262,0.0,325.4088888888882,0.0,8.582999999999508e-06,0.0
2012-04-02 07:00:00,0.04499054,0.0,94769.0,98.57301331,0.623687744,-0.055418968,1.24878788,283.6530762,18.39750000000004,309.58666666666704,35.49277777777752,7.153000000000194e-06,0.006346154
2012-04-02 08:00:00,0.038860321,0.0,94787.9375,92.12310791,0.83279419,-0.851744652,0.97249794,286.2585449,147.21916666666675,341.19111111111124,205.48583333333409,4.767999999999613e-06,0.071538462
2012-04-02 09:00:00,0.035018921,0.0,94775.25,82.74525452,0.953292847,-1.10296154,0.310311317,288.4182129,282.7872222222222,351.53333333333285,371.5349999999999,7.153000000000194e-06,0.229166667
2012-04-02 10:00:00,0.074440002,0.0,94736.125,71.751297,0.9324646,-0.193052292,-0.447573662,290.267334,416.4713888888887,380.6177777777784,521.8311111111107,1.001400000000003e-05,0.346474359
2012-04-02 11:00:00,0.112361908,0.0,94746.8125,69.93354797,0.830276489,0.342458725,-1.522831917,291.6049805,477.1783333333333,364.845,605.8538888888888,0.000191458,0.656858974
2012-04-02 12:00:00,0.070106506,0.0,94678.875,65.64964294,0.685302734,1.115677834,-1.500989914,292.329834,446.73,374.1963888888888,594.9000000000001,7.1935e-05,0.771410256
2012-04-02 13:00:00,0.067001343,0.0,94608.375,60.07411194,0.768798828,1.774486542,-1.611888885,293.2460938,500.4794444444444,383.5158333333334,632.8961111111112,2.1248999999999982e-05,0.613782051
2012-04-02 14:00:00,0.058559418,0.0,94533.6875,54.51229858,0.538909912,2.232107162,-1.731534004,294.0068359,501.76,374.6772222222223,624.3552777777777,1.2189000000000017e-05,0.554807692
2012-04-02 15:00:00,0.020584106,0.0,94505.9375,51.13789368,0.486816406,2.173001289,-1.898820877,294.362793,416.4052777777779,363.6461111111109,522.5041666666666,0.0,0.458910256
2012-04-02 16:00:00,0.013029099,0.0,94503.8125,48.85609436,0.223648071,2.617418289,-1.667720795,294.494873,398.3533333333335,351.08555555555586,469.45777777777766,0.0,0.198269231
2012-04-02 17:00:00,0.000997543,0.001720667,94518.3125,54.09742737,0.879394531,1.739650726,-1.394080162,293.2600098,202.1730555555555,325.5377777777776,263.03138888888907,1.0130000000000122e-06,0.085064103
2012-04-02 18:00:00,0.0,0.002081394,94576.5625,61.20509338,0.548278809,1.671025276,-1.218840599,290.3742676,43.2405555555556,323.5091666666667,69.10861111111126,0.0,0.011474359
2012-04-02 19:00:00,0.0,0.000666142,94605.375,69.00419617,0.241516113,1.926808357,-0.977911949,288.5097656,0.0,305.6086111111108,0.0,0.0,0.000128205
2012-04-02 20:00:00,0.0,0.0,94615.625,75.61672974,0.001678467,1.94196701,-0.88630867,287.026123,0.0,300.5788888888892,0.0,0.0,0.0
2012-04-02 21:00:00,0.0,0.000843048,94632.0625,81.17585754,0.328430176,2.086219788,-1.214301109,285.7568359,0.0,295.4277777777779,0.0,0.0,0.0
2012-04-02 22:00:00,0.0,0.009249687,94596.375,85.85069275,0.998077393,1.509296417,-1.51173687,285.1420898,0.0,294.27166666666653,0.0,0.0,0.0
2012-04-02 23:00:00,0.0,0.007993698,94592.4375,88.47601318,0.956359863,1.73593998,-1.184411049,284.8122559,0.0,301.07583333333287,0.0,0.0,0.0
2012-04-03 00:00:00,0.0,0.000255585,94570.875,89.45291138,0.062988281,1.65512085,-0.839511871,284.7385254,0.0,301.6794444444449,0.0,0.0,0.0
2012-04-03 01:00:00,0.0,0.000246286,94567.5625,89.74783325,0.030761719,1.281323433,-0.429141998,285.0100098,0.0,291.8736111111112,0.0,0.0,0.0
2012-04-03 02:00:00,0.0,0.000763893,94550.3125,91.04507446,0.460205078,0.793845177,-0.549268723,284.3552246,0.0,291.431111111111,0.0,0.0,0.0
2012-04-03 03:00:00,0.0,0.001029968,94505.25,92.8611145,0.691802979,0.735485077,-0.478562355,283.9189453,0.0,291.3066666666664,0.0,0.0,0.0
2012-04-03 04:00:00,0.0,0.007304192,94501.5,94.40144348,0.998077393,1.08981514,-0.340291977,283.6943359,0.0,289.66666666666697,0.0,0.0,0.0
2012-04-03 05:00:00,0.0,0.010028839,94527.5,94.46244812,0.981964111,1.028477669,-0.348043442,283.6027832,0.0,296.33333333333303,0.0,0.0,0.0
2012-04-03 06:00:00,0.0,0.007680599,94541.9375,93.76893616,0.987760007,0.946923256,-0.506499291,283.3725586,0.0,297.253333333334,0.0,0.0,0.0
2012-04-03 07:00:00,0.000110626,0.0066185,94569.375,91.51298523,0.976409912,0.687250137,-0.374117851,283.8041992,20.477777777777646,305.5733333333328,33.24222222222215,0.0,0.015
2012-04-03 08:00:00,0.014778137,0.056270599,94632.75,81.69508362,0.937856078,1.19635582,-0.148161888,287.2216797,178.10861111111126,319.8000000000002,226.87277777777808,0.0001018649999999,0.086282051
2012-04-03 09:00:00,0.088577271,0.069568634,94631.3125,75.52931213,0.815002441,0.578382492,-0.187961578,289.5822754,293.4297222222221,339.3066666666664,385.85861111111126,0.0001822709999999,0.31525641
2012-04-03 10:00:00,0.006484985,0.003723145,94624.625,73.05194092,0.205688477,0.025250435,-0.78290081,290.2851562,224.39583333333303,356.2444444444445,353.7227777777771,0.000335335,0.514551282
2012-04-03 11:00:00,0.090919495,0.004615784,94711.4375,63.74136353,0.410125732,0.304481506,-0.324355125,292.1264648,310.78027777777777,370.16027777777776,460.6936111111111,0.0,0.734615385
2012-04-03 12:00:00,0.018543243,0.000551224,94638.3125,61.38720703,0.029388428,0.283238411,-0.777376175,293.6296387,528.3977777777778,375.6827777777778,661.2483333333334,0.0,0.67525641
2012-04-03 13:00:00,0.003379822,1.62e-05,94553.0,56.48693848,0.020172119,0.474200249,-1.141389847,295.2561035,713.243611111111,357.7113888888889,801.7108333333333,0.0,0.618910256
2012-04-03 14:00:00,0.009621274,0.000975609,94501.0,53.47450256,0.630584717,0.832373619,-1.779151917,296.4643555,715.0766666666668,348.1958333333332,802.9430555555555,0.0,0.514166667
2012-04-03 15:00:00,0.019654948,0.000321388,94455.25,52.38008118,0.120308459,1.060285568,-2.266139984,296.8830566,547.7574999999997,359.95000000000005,637.1083333333336,0.0,0.436474359
2012-04-03 16:00:00,0.011550903,0.000240326,94454.5,52.41990662,0.077105761,1.375250816,-2.521197319,296.7573242,394.5436111111112,354.6580555555554,479.395833333333,0.0,0.248397436
2012-04-03 17:00:00,0.004472733,0.002069915,94458.5,57.11088562,0.541369915,0.853564262,-1.814124107,295.5336914,208.36527777777792,348.4916666666668,271.0350000000003,0.0,0.072051282
2012-04-03 18:00:00,0.001289368,0.001699448,94496.8125,64.27653503,0.506476879,1.117510796,-1.871747017,291.8818359,39.71972222222212,333.1058333333335,66.88916666666682,0.0,0.012628205
2012-04-03 19:00:00,0.000507355,1.62e-05,94558.0,69.69038391,0.014354542,1.629550934,-1.718268394,290.1945801,0.0,337.0569444444445,0.0,0.0,0.000128205
2012-04-03 20:00:00,0.000286102,0.0,94601.3125,73.78526306,0.0,1.946388245,-1.375206947,289.246582,0.0,328.7580555555556,0.0,0.0,0.0
2012-04-03 21:00:00,8.77e-05,0.0,94618.625,78.55267334,0.013397217,1.356401443,-0.374372482,290.1608887,0.0,327.31500000000005,0.0,0.0,0.0
2012-04-03 22:00:00,0.000179291,0.000219345,94629.125,82.16970825,0.261322022,0.164655685,0.213218689,289.3857422,0.0,326.50944444444394,0.0,0.0,0.0
2012-04-03 23:00:00,0.000391006,0.001095712,94615.8125,84.65371704,0.846954346,-0.370965004,0.652084351,288.1875,0.0,326.9908333333333,0.0,0.0,0.0
2012-04-04 00:00:00,0.001585007,0.001210243,94596.6875,87.6469574,0.754592896,-0.744955063,0.975700378,286.7709961,0.0,325.83166666666693,0.0,0.0,0.0
2012-04-04 01:00:00,0.001674652,0.000205994,94572.5625,88.60574341,0.484634399,-0.71096611,1.17579174,286.3623047,0.0,323.87555555555537,0.0,0.0,0.0
2012-04-04 02:00:00,0.001039505,0.000116184,94561.5,89.32965088,0.240020752,-0.62700367,1.231590271,286.2119141,0.0,327.02666666666664,0.0,0.0,0.0
2012-04-04 03:00:00,0.00044632,3.88e-05,94540.3125,89.59869385,0.061553955,-0.566163063,1.18297863,285.9753418,0.0,319.0799999999999,0.0,0.0,0.0
2012-04-04 04:00:00,0.000974655,0.0,94541.5625,89.66564941,0.019714355,-0.841594696,1.268485069,285.248291,0.0,318.1200000000008,0.0,0.0,0.0
2012-04-04 05:00:00,0.004112244,0.0,94596.625,89.57183838,0.068725586,-1.345306396,1.635280609,284.6279297,0.0,316.1911111111104,0.0,0.0,0.0
2012-04-04 06:00:00,0.010818481,5.87e-06,94638.875,88.2918396,0.225982666,-1.129434586,1.474434853,285.1804199,0.0,326.9555555555562,0.0,0.0,0.0
2012-04-04 07:00:00,0.014381409,0.000109673,94693.25,86.52755737,0.540039063,-0.956645012,1.390478134,286.3483887,17.15666666666675,322.33333333333303,33.291111111111604,0.0,0.016730769
2012-04-04 08:00:00,0.015798569,0.000138223,94739.5,79.65402222,0.209838867,-1.25841713,1.512768745,289.4865723,182.1144444444444,346.2311111111112,237.2788888888881,0.0,0.213653846
2012-04-04 09:00:00,0.017446518,0.000166759,94767.4375,73.37730408,0.310333252,-1.547785759,0.818566322,292.1496582,370.3997222222224,359.5955555555556,446.4702777777784,0.0,0.565384615
2012-04-04 10:00:00,0.015972137,0.000160664,94768.5625,68.80641174,0.306854248,-1.731227875,-0.165064812,294.003418,508.61277777777786,364.31555555555497,603.8977777777773,0.0,0.708782051
2012-04-04 11:00:00,0.012851715,6.1e-05,94739.5625,68.20748901,0.505828857,-2.060939789,-0.942290306,294.9448242,641.1597222222222,363.82444444444445,740.0541666666667,0.0,0.754102564
2012-04-04 12:00:00,0.053970337,7.74e-05,94668.75,63.23384094,0.658721924,-1.492095947,-2.201024055,296.2089844,732.9552777777778,378.4483333333334,835.2583333333333,0.0,0.745897436
2012-04-04 13:00:00,0.106140137,2.22e-05,94615.5625,59.04519653,0.638214111,-0.417736054,-2.744015694,296.8547363,690.8208333333334,364.6094444444444,805.653888888889,0.000171244,0.68275641
2012-04-04 14:00:00,0.068321228,0.0,94575.9375,57.8502655,0.495758057,-0.11923027,-2.499527931,296.7788086,458.6613888888887,384.6833333333334,598.3186111111108,1.9938e-05,0.521025641
2012-04-04 15:00:00,0.077926636,0.0,94571.0625,57.43788147,0.50881958,-0.331121445,-2.033520699,296.875,430.46472222222246,385.9438888888888,550.6316666666667,3.698500000000001e-05,0.338461538
2012-04-04 16:00:00,0.087532043,0.0,94606.25,60.91053772,0.534576416,-1.089712143,-1.715860367,296.3208008,281.0533333333333,384.67611111111137,390.3713888888892,7.444600000000001e-05,0.209935897
2012-04-04 17:00:00,0.043708801,0.0,94649.375,68.15542603,0.343765259,-2.120662689,-1.250066757,295.2612305,183.91527777777765,366.00111111111073,252.0872222222224,1.1890999999999983e-05,0.048589744
