dtm,normalCapacity_H1#1,availableCapacity_H1#1,minAvailCapacity_H1#1,maxAvailCapacity_H1#1,outageCapacity_H1#1,normalCapacity_H1#2,availableCapacity_H1#2,minAvailCapacity_H1#2,maxAvailCapacity_H1#2,outageCapacity_H1#2,normalCapacity_H1#3,availableCapacity_H1#3,minAvailCapacity_H1#3,maxAvailCapacity_H1#3,outageCapacity_H1#3,normalCapacity_TOTAL,availableCapacity_TOTAL,minAvailCapacity_TOTAL,maxAvailCapacity_TOTAL,outageCapacity_TOTAL
2024-03-10T23:00:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-10T23:30:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T00:00:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T00:30:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T01:00:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T01:30:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T02:00:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T02:30:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T03:00:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T03:30:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T04:00:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
2024-03-11T04:30:00.000Z,400.0,150.0,150,280,280.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,830.0,830.0
