dtm,normalCapacity_H1#1,availableCapacity_H1#1,minAvailCapacity_H1#1,maxAvailCapacity_H1#1,outageCapacity_H1#1,normalCapacity_H1#2,availableCapacity_H1#2,minAvailCapacity_H1#2,maxAvailCapacity_H1#2,outageCapacity_H1#2,normalCapacity_H1#3,availableCapacity_H1#3,minAvailCapacity_H1#3,maxAvailCapacity_H1#3,outageCapacity_H1#3,normalCapacity_TOTAL,availableCapacity_TOTAL,minAvailCapacity_TOTAL,maxAvailCapacity_TOTAL,outageCapacity_TOTAL
2024-05-07T22:00:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-07T22:30:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-07T23:00:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-07T23:30:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-08T00:00:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-08T00:30:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-08T01:00:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-08T01:30:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-08T02:00:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
2024-05-08T02:30:00.000Z,400.0,150.0,150,232,150.0,400.0,0.0,400.0,400.0,400.0,400.0,0.0,150.0,150.0,150.0,1200.0,150.0,700.0,782.0,700.0
